manufacturer_code,model_no,model_name,model_version,engine_count,engine_type,aircraft_desc,description,wtc,tdesig,wtg
MAULE,MXT-7-180,Star Craft,,1,Piston,LandPlane,L1P,L,M7,G
MAULE,MXT-7-180,Star Rocket,,1,Piston,LandPlane,L1P,L,M7,G
MAULE,MXT-7-420,,,1,Turboprop/Turboshaft,LandPlane,L1T,L,M7T,G
MAULE,,Orion,,1,Piston,LandPlane,L1P,L,M7,G
MAULE,,Patroller,,1,Piston,LandPlane,L1P,L,M5,G
MAULE,,Rocket,,1,Piston,LandPlane,L1P,L,M4,G
MAULE,,Sport 100,,1,Piston,LandPlane,L1P,L,M4,G
MAULE,,Sportplane,,1,Piston,LandPlane,L1P,L,M7,G
MAULE,,Star Craft (piston),,1,Piston,LandPlane,L1P,L,M7,G
MAULE,,Star Craft (turbine),,1,Turboprop/Turboshaft,LandPlane,L1T,L,M7T,G
MAULE,,Star Rocket,,1,Piston,LandPlane,L1P,L,M7,G
MAULE,,Strata Rocket (M-4),,1,Piston,LandPlane,L1P,L,M4,G
MAULE,,Strata Rocket (M-5),,1,Piston,LandPlane,L1P,L,M5,G
MAULE,,Super Rocket (M-6),,1,Piston,LandPlane,L1P,L,M6,G
MAULE,,Super Rocket (M-7/MT-7),,1,Piston,LandPlane,L1P,L,M7,G
MCDONNELL DOUGLAS,TAV-8,Matador,,1,Jet,LandPlane,L1J,M,HAR,G
MCDONNELL DOUGLAS,Hornet,,,2,Jet,LandPlane,L2J,M,F18H,F
MCDONNELL DOUGLAS,ATF-18 Hornet,,,2,Jet,LandPlane,L2J,M,F18H,F
MCDONNELL DOUGLAS,A-4,Skyhawk,,1,Jet,LandPlane,L1J,M,A4,G
MCDONNELL DOUGLAS,AH-6G,,,1,Turboprop/Turboshaft,Helicopter,H1T,L,H500,G
MCDONNELL DOUGLAS,AH-6J,,,1,Turboprop/Turboshaft,Helicopter,H1T,L,MD52,G
MCDONNELL DOUGLAS,AH-64,Apache,,2,Turboprop/Turboshaft,Helicopter,H2T,M,H64,G
MCDONNELL DOUGLAS,AH-64,Longbow Apache,,2,Turboprop/Turboshaft,Helicopter,H2T,M,H64,G
MCDONNELL DOUGLAS,AH-64,Pethen,,2,Turboprop/Turboshaft,Helicopter,H2T,M,H64,G
MCDONNELL DOUGLAS,,Akef,,2,Jet,LandPlane,L2J,M,F15,F
MCDONNELL DOUGLAS,,Apache,,2,Turboprop/Turboshaft,Helicopter,H2T,M,H64,G
MCDONNELL DOUGLAS,AV-8,Harrier,,1,Jet,LandPlane,L1J,M,HAR,G
MCDONNELL DOUGLAS,,Baz,,2,Jet,LandPlane,L2J,M,F15,F
MCDONNELL DOUGLAS,C-9,Nightingale,,2,Jet,LandPlane,L2J,M,DC93,E
MCDONNELL DOUGLAS,C-9,Skytrain 2,,2,Jet,LandPlane,L2J,M,DC93,E
MCDONNELL DOUGLAS,C-17,Globemaster 3,,4,Jet,LandPlane,L4J,H,C17,C
MCDONNELL DOUGLAS,CF-18 Hornet,,,2,Jet,LandPlane,L2J,M,F18H,F
MCDONNELL DOUGLAS,CF-188 Hornet,,,2,Jet,LandPlane,L2J,M,F18H,F
MCDONNELL DOUGLAS,EF-18 Hornet,,,2,Jet,LandPlane,L2J,M,F18H,F
MCDONNELL DOUGLAS,,Combat Explorer,,2,Turboprop/Turboshaft,Helicopter,H2T,L,EXPL,G
MCDONNELL DOUGLAS,DC-8-60,,,4,Jet,LandPlane,L4J,H,DC86,C
MCDONNELL DOUGLAS,DC-8-70,,,4,Jet,LandPlane,L4J,H,DC87,C
MCDONNELL DOUGLAS,DC-9-10,,,2,Jet,LandPlane,L2J,M,DC91,F
MCDONNELL DOUGLAS,DC-9-20,,,2,Jet,LandPlane,L2J,M,DC92,E
MCDONNELL DOUGLAS,DC-9-30,,,2,Jet,LandPlane,L2J,M,DC93,E
MCDONNELL DOUGLAS,DC-9-40,,,2,Jet,LandPlane,L2J,M,DC94,E
MCDONNELL DOUGLAS,DC-9-50,,,2,Jet,LandPlane,L2J,M,DC95,E
MCDONNELL DOUGLAS,DC-10,,,3,Jet,LandPlane,L3J,H,DC10,C
MCDONNELL DOUGLAS,,Defender,,1,Turboprop/Turboshaft,Helicopter,H1T,L,H500,G
MCDONNELL DOUGLAS,,Eagle,,2,Jet,LandPlane,L2J,M,F15,F
MCDONNELL DOUGLAS,EAV-8,Matador,,1,Jet,LandPlane,L1J,M,HAR,G
MCDONNELL DOUGLAS,,Enforcer,,2,Turboprop/Turboshaft,Helicopter,H2T,L,EXPL,G
MCDONNELL DOUGLAS,,Explorer,,2,Turboprop/Turboshaft,Helicopter,H2T,L,EXPL,G
MCDONNELL DOUGLAS,,Extender,,3,Jet,LandPlane,L3J,H,DC10,C
MCDONNELL DOUGLAS,F-4,Phantom 2,,2,Jet,LandPlane,L2J,M,F4,F
MCDONNELL DOUGLAS,F-15,Akef,,2,Jet,LandPlane,L2J,M,F15,F
MCDONNELL DOUGLAS,FA-18A Hornet,,,2,Jet,LandPlane,L2J,M,F18H,F
MCDONNELL DOUGLAS,FA-18B Hornet,,,2,Jet,LandPlane,L2J,M,F18H,F
MCDONNELL DOUGLAS,F-15,Baz,,2,Jet,LandPlane,L2J,M,F15,F
MCDONNELL DOUGLAS,F-15,Eagle,,2,Jet,LandPlane,L2J,M,F15,F
MCDONNELL DOUGLAS,F-15,Ra'am,,2,Jet,LandPlane,L2J,M,F15,F
MCDONNELL DOUGLAS,,Globemaster 3,,4,Jet,LandPlane,L4J,H,C17,C
MCDONNELL DOUGLAS,,Goshawk,,1,Jet,LandPlane,L1J,L/M,HAWK,G
MCDONNELL DOUGLAS,,Harrier,,1,Jet,LandPlane,L1J,M,HAR,G
MCDONNELL DOUGLAS,JAH-64,Apache,,2,Turboprop/Turboshaft,Helicopter,H2T,M,H64,G
MCDONNELL DOUGLAS,KC-10,Extender,,3,Jet,LandPlane,L3J,H,DC10,C
MCDONNELL DOUGLAS,KDC-10,,,3,Jet,LandPlane,L3J,H,DC10,C
MCDONNELL DOUGLAS,,Lifter,,1,Turboprop/Turboshaft,Helicopter,H1T,L,H500,G
MCDONNELL DOUGLAS,,Longbow Apache,,2,Turboprop/Turboshaft,Helicopter,H2T,M,H64,G
MCDONNELL DOUGLAS,,Matador,,1,Jet,LandPlane,L1J,M,HAR,G
MCDONNELL DOUGLAS,MD-10,,,3,Jet,LandPlane,L3J,H,DC10,C
MCDONNELL DOUGLAS,MD-11,,,3,Jet,LandPlane,L3J,H,MD11,C
MCDONNELL DOUGLAS,MD-81,,,2,Jet,LandPlane,L2J,M,MD81,D
MCDONNELL DOUGLAS,MD-82,,,2,Jet,LandPlane,L2J,M,MD82,D
MCDONNELL DOUGLAS,MD-83,,,2,Jet,LandPlane,L2J,M,MD83,D
MCDONNELL DOUGLAS,FA-18C Hornet,,,2,Jet,LandPlane,L2J,M,F18H,F
MCDONNELL DOUGLAS,FA-18D Hornet,,,2,Jet,LandPlane,L2J,M,F18H,F
MCDONNELL DOUGLAS,MD-87,,,2,Jet,LandPlane,L2J,M,MD87,D
MCDONNELL DOUGLAS,MD-88,,,2,Jet,LandPlane,L2J,M,MD88,D
MCDONNELL DOUGLAS,MD-90,,,2,Jet,LandPlane,L2J,M,MD90,D
MCDONNELL DOUGLAS,MD-500,,,1,Turboprop/Turboshaft,Helicopter,H1T,L,H500,G
MCDONNELL DOUGLAS,MD-500,Defender,,1,Turboprop/Turboshaft,Helicopter,H1T,L,H500,G
MCDONNELL DOUGLAS,MD-500,Nightfox,,1,Turboprop/Turboshaft,Helicopter,H1T,L,H500,G
MCDONNELL DOUGLAS,MD-520N,,,1,Turboprop/Turboshaft,Helicopter,H1T,L,MD52,G
MCDONNELL DOUGLAS,MD-530F,Lifter,,1,Turboprop/Turboshaft,Helicopter,H1T,L,H500,G
MCDONNELL DOUGLAS,MD-530MG,Defender,,1,Turboprop/Turboshaft,Helicopter,H1T,L,H500,G
MCDONNELL DOUGLAS,MD-530MG,Nightfox,,1,Turboprop/Turboshaft,Helicopter,H1T,L,H500,G
MCDONNELL DOUGLAS,MD-530N,,,1,Turboprop/Turboshaft,Helicopter,H1T,L,MD52,G
MCDONNELL DOUGLAS,MD-600N,,,1,Turboprop/Turboshaft,Helicopter,H1T,L,MD60,G
MCDONNELL DOUGLAS,MD-900,Combat Explorer,,2,Turboprop/Turboshaft,Helicopter,H2T,L,EXPL,G
MCDONNELL DOUGLAS,MD-900,Explorer,,2,Turboprop/Turboshaft,Helicopter,H2T,L,EXPL,G
MCDONNELL DOUGLAS,MD-902,Explorer,,2,Turboprop/Turboshaft,Helicopter,H2T,L,EXPL,G
MCDONNELL DOUGLAS,MH-6H,,,1,Turboprop/Turboshaft,Helicopter,H1T,L,H500,G
MCDONNELL DOUGLAS,MH-6J,,,1,Turboprop/Turboshaft,Helicopter,H1T,L,MD52,G
MCDONNELL DOUGLAS,MH-90,Enforcer,,2,Turboprop/Turboshaft,Helicopter,H2T,L,EXPL,G
MCDONNELL DOUGLAS,,Nightfox,,1,Turboprop/Turboshaft,Helicopter,H1T,L,H500,G
MCDONNELL DOUGLAS,,Nightingale,,2,Jet,LandPlane,L2J,M,DC93,E
MCDONNELL DOUGLAS,OA-4,Skyhawk,,1,Jet,LandPlane,L1J,M,A4,G
MCDONNELL DOUGLAS,,Pethen,,2,Turboprop/Turboshaft,Helicopter,H2T,M,H64,G
MCDONNELL DOUGLAS,,Phantom 2,,2,Jet,LandPlane,L2J,M,F4,F
MCDONNELL DOUGLAS,,Ra'am,,2,Jet,LandPlane,L2J,M,F15,F
MCDONNELL DOUGLAS,RF-4,Phantom 2,,2,Jet,LandPlane,L2J,M,F4,F
MCDONNELL DOUGLAS,,Skyhawk,,1,Jet,LandPlane,L1J,M,A4,G
MCDONNELL DOUGLAS,,Skytrain 2,,2,Jet,LandPlane,L2J,M,DC93,E
MCDONNELL DOUGLAS,T-45,Goshawk,,1,Jet,LandPlane,L1J,L/M,HAWK,G
MCDONNELL DOUGLAS,TA-4,Skyhawk,,1,Jet,LandPlane,L1J,M,A4,G
MCDONNELL DOUGLAS,TAV-8,Harrier,,1,Jet,LandPlane,L1J,M,HAR,G
MCDONNELL DOUGLAS,VC-9,,,2,Jet,LandPlane,L2J,M,DC93,E
MCDONNELL DOUGLAS,YC-15,,,4,Jet,LandPlane,L4J,M,C15,D
MCDONNELL DOUGLAS,KAF-18 Hornet,,,2,Jet,LandPlane,L2J,M,F18H,F
MCDONNELL DOUGLAS,Super Hornet,,,2,Jet,LandPlane,L2J,M,F18S,F
MCDONNELL DOUGLAS,FA-18E Super Hornet,,,2,Jet,LandPlane,L2J,M,F18S,F
MCDONNELL DOUGLAS,FA-18F Super Hornet,,,2,Jet,LandPlane,L2J,M,F18S,F
MITSUBISHI,A6M,Zero,,1,Piston,LandPlane,L1P,L,ZERO,G
MITSUBISHI,,Diamond,,2,Jet,LandPlane,L2J,M,MU30,G
MITSUBISHI,,Eagle,,2,Jet,LandPlane,L2J,M,F15,F
MITSUBISHI,F-1,,,2,Jet,LandPlane,L2J,M,F1,G
MITSUBISHI,F-2,,,1,Jet,LandPlane,L1J,M,F2,F
MITSUBISHI,F-4,Phantom 2,,2,Jet,LandPlane,L2J,M,F4,F
MITSUBISHI,F-15,Eagle,,2,Jet,LandPlane,L2J,M,F15,F
MITSUBISHI,F-86,Sabre,,1,Jet,LandPlane,L1J,M,F86,G
MITSUBISHI,HSS-2,,,2,Turboprop/Turboshaft,Helicopter,H2T,M,S61,G
MITSUBISHI,LR-1,,,2,Turboprop/Turboshaft,LandPlane,L2T,L,MU2,G
MITSUBISHI,,Marquise,,2,Turboprop/Turboshaft,LandPlane,L2T,L,MU2,G
MITSUBISHI,MH-2000,,,2,Turboprop/Turboshaft,Helicopter,H2T,L,MH20,G
MITSUBISHI,MU-2,,,2,Turboprop/Turboshaft,LandPlane,L2T,L,MU2,G
MITSUBISHI,MU-2,Marquise,,2,Turboprop/Turboshaft,LandPlane,L2T,L,MU2,G
MITSUBISHI,MU-2,Solitaire,,2,Turboprop/Turboshaft,LandPlane,L2T,L,MU2,G
MITSUBISHI,MU-300,Diamond,,2,Jet,LandPlane,L2J,M,MU30,G
MITSUBISHI,,Phantom 2,,2,Jet,LandPlane,L2J,M,F4,F
MITSUBISHI,RF-4,Phantom 2,,2,Jet,LandPlane,L2J,M,F4,F
MITSUBISHI,RP-1,,,2,Turboprop/Turboshaft,Helicopter,H2T,L,RP1,G
MITSUBISHI,S-61A,,,2,Turboprop/Turboshaft,Helicopter,H2T,M,S61,G
MITSUBISHI,S-61B,,,2,Turboprop/Turboshaft,Helicopter,H2T,M,S61,G
MITSUBISHI,S-70,Seahawk,,2,Turboprop/Turboshaft,Helicopter,H2T,M,H60,G
MITSUBISHI,,Sabre,,1,Jet,LandPlane,L1J,M,F86,G
MITSUBISHI,,Seahawk,,2,Turboprop/Turboshaft,Helicopter,H2T,M,H60,G
MITSUBISHI,SH-60,Seahawk,,2,Turboprop/Turboshaft,Helicopter,H2T,M,H60,G
MITSUBISHI,,Solitaire,,2,Turboprop/Turboshaft,LandPlane,L2T,L,MU2,G
MITSUBISHI,T-2,,,2,Jet,LandPlane,L2J,M,MT2,G
MITSUBISHI,UH-60,,,2,Turboprop/Turboshaft,Helicopter,H2T,M,H60,G
MITSUBISHI,YS-11,,,2,Turboprop/Turboshaft,LandPlane,L2T,M,YS11,E
MITSUBISHI,,Zero,,1,Piston,LandPlane,L1P,L,ZERO,G
MITSUBISHI,USH-60 Seahawk,,,2,Turboprop/Turboshaft,Helicopter,H2T,M,H60,G
MOONEY,,201,,1,Piston,LandPlane,L1P,L,M20P,G
MOONEY,,205,,1,Piston,LandPlane,L1P,L,M20P,G
MOONEY,,231,,1,Piston,LandPlane,L1P,L,M20T,G
MOONEY,,252TSE,,1,Piston,LandPlane,L1P,L,M20T,G
MOONEY,A-2,Aircoupe,,1,Piston,LandPlane,L1P,L,ERCO,G
MOONEY,,Aircoupe,,1,Piston,LandPlane,L1P,L,ERCO,G
MOONEY,,Allegro,,1,Piston,LandPlane,L1P,L,M20P,G
MOONEY,,ATS,,1,Piston,LandPlane,L1P,L,M20P,G
MOONEY,,Bravo,,1,Piston,LandPlane,L1P,L,M20T,G
MOONEY,,Cadet,,1,Piston,LandPlane,L1P,L,M10,G
MOONEY,,Chaparral,,1,Piston,LandPlane,L1P,L,M20P,G
MOONEY,,Eagle,,1,Piston,LandPlane,L1P,L,M20P,G
MOONEY,,Encore,,1,Piston,LandPlane,L1P,L,M20T,G
MOONEY,,Executive,,1,Piston,LandPlane,L1P,L,M20P,G
MOONEY,M-10,Cadet,,1,Piston,LandPlane,L1P,L,M10,G
MOONEY,M-18,Mite,,1,Piston,LandPlane,L1P,L,MITE,G
MOONEY,M-18,Wee Scotsman,,1,Piston,LandPlane,L1P,L,MITE,G
MOONEY,M-20,,,1,Piston,LandPlane,L1P,L,M20P,G
MOONEY,M-20A,,,1,Piston,LandPlane,L1P,L,M20P,G
MOONEY,M-20B,Mark 21,,1,Piston,LandPlane,L1P,L,M20P,G
MOONEY,M-20C,Mark 21,,1,Piston,LandPlane,L1P,L,M20P,G
MOONEY,M-20C,Ranger,,1,Piston,LandPlane,L1P,L,M20P,G
MOONEY,M-20D,Master,,1,Piston,LandPlane,L1P,L,M20P,G
MOONEY,M-20E,Chaparral,,1,Piston,LandPlane,L1P,L,M20P,G
MOONEY,M-20E,Super 21,,1,Piston,LandPlane,L1P,L,M20P,G
MOONEY,M-20F,Executive,,1,Piston,LandPlane,L1P,L,M20P,G
MOONEY,M-20G,Statesman,,1,Piston,LandPlane,L1P,L,M20P,G
MOONEY,M-20J,201,,1,Piston,LandPlane,L1P,L,M20P,G
MOONEY,M-20J,205,,1,Piston,LandPlane,L1P,L,M20P,G
MOONEY,M-20J,Allegro,,1,Piston,LandPlane,L1P,L,M20P,G
MOONEY,M-20J,ATS,,1,Piston,LandPlane,L1P,L,M20P,G
MOONEY,M-20J,MSE,,1,Piston,LandPlane,L1P,L,M20P,G
MOONEY,M-20K,231,,1,Piston,LandPlane,L1P,L,M20T,G
MOONEY,M-20K,252TSE,,1,Piston,LandPlane,L1P,L,M20T,G
MOONEY,M-20K,Encore,,1,Piston,LandPlane,L1P,L,M20T,G
MOONEY,M-20L,PFM,,1,Piston,LandPlane,L1P,L,M20P,G
MOONEY,M-20M,Bravo,,1,Piston,LandPlane,L1P,L,M20T,G
MOONEY,M-20M,TLS,,1,Piston,LandPlane,L1P,L,M20T,G
MOONEY,M-20R,Ovation,,1,Piston,LandPlane,L1P,L,M20P,G
MOONEY,M-20S,Eagle,,1,Piston,LandPlane,L1P,L,M20P,G
MOONEY,M-22,,,1,Piston,LandPlane,L1P,L,M22,G
MOONEY,M-22,Mustang,,1,Piston,LandPlane,L1P,L,M22,G
MOONEY,,Mark 21,,1,Piston,LandPlane,L1P,L,M20P,G
MOONEY,,Master,,1,Piston,LandPlane,L1P,L,M20P,G
MOONEY,,Mite,,1,Piston,LandPlane,L1P,L,MITE,G
MOONEY,,MSE,,1,Piston,LandPlane,L1P,L,M20P,G
MOONEY,,Mustang,,1,Piston,LandPlane,L1P,L,M22,G
MOONEY,,Ovation,,1,Piston,LandPlane,L1P,L,M20P,G
MOONEY,,PFM,,1,Piston,LandPlane,L1P,L,M20P,G
MOONEY,,Ranger,,1,Piston,LandPlane,L1P,L,M20P,G
MOONEY,,Statesman,,1,Piston,LandPlane,L1P,L,M20P,G
MOONEY,,Super 21,,1,Piston,LandPlane,L1P,L,M20P,G
MOONEY,,TLS,,1,Piston,LandPlane,L1P,L,M20T,G
MOONEY,,Wee Scotsman,,1,Piston,LandPlane,L1P,L,MITE,G
MOONEY,M-20TN Acclaim,,,1,Piston,LandPlane,L1P,L,M20T,G
MOONEY,Acclaim,,,1,Piston,LandPlane,L1P,L,M20T,G
MOONEY,M-20U Ovation Ultra,,,1,Piston,LandPlane,L1P,L,M20P,G
MOONEY,Ovation Ultra,,,1,Piston,LandPlane,L1P,L,M20P,G
MOONEY,M-20R Ovation 2,,,1,Piston,LandPlane,L1P,L,M20P,G
MOONEY,Ovation 2,,,1,Piston,LandPlane,L1P,L,M20P,G
MOONEY,M-20R Ovation 3,,,1,Piston,LandPlane,L1P,L,M20P,G
MOONEY,Ovation 3,,,1,Piston,LandPlane,L1P,L,M20P,G
MOONEY,M-20V Acclaim Ultra,,,1,Piston,LandPlane,L1P,L,M20T,G
MOONEY,Acclaim Ultra,,,1,Piston,LandPlane,L1P,L,M20T,G
MOONEY,M-20TN Acclaim Type S,,,1,Piston,LandPlane,L1P,L,M20T,G
MOONEY,Acclaim Type S,,,1,Piston,LandPlane,L1P,L,M20T,G
NORTH AMERICAN,A-36,Mustang,,1,Piston,LandPlane,L1P,L,P51,G
NORTH AMERICAN,AT-6,Texan,,1,Piston,LandPlane,L1P,L,T6,G
NORTH AMERICAN,AT-28,Trojan,,1,Piston,LandPlane,L1P,L,T28,G
NORTH AMERICAN,B-25,Mitchell,,2,Piston,LandPlane,L2P,M,B25,F
NORTH AMERICAN,BC-1,,,1,Piston,LandPlane,L1P,L,T6,G
NORTH AMERICAN,,Bronco,,2,Turboprop/Turboshaft,LandPlane,L2T,L,V10,G
NORTH AMERICAN,BT-9,Yale,,1,Piston,LandPlane,L1P,L,YALE,G
NORTH AMERICAN,BT-14,Yale,,1,Piston,LandPlane,L1P,L,YALE,G
NORTH AMERICAN,,Buckeye,,2,Jet,LandPlane,L2J,L,T2,G
NORTH AMERICAN,CT-39,Sabreliner,,2,Jet,LandPlane,L2J,M,SBR1,G
NORTH AMERICAN,F-51,Mustang,,1,Piston,LandPlane,L1P,L,P51,G
NORTH AMERICAN,F-82,Twin Mustang,,2,Piston,LandPlane,L2P,M,P82,G
NORTH AMERICAN,F-86,Sabre,,1,Jet,LandPlane,L1J,M,F86,G
NORTH AMERICAN,F-100,Super Sabre,,1,Jet,LandPlane,L1J,M,SSAB,G
NORTH AMERICAN,,Harvard,,1,Piston,LandPlane,L1P,L,T6,G
NORTH AMERICAN,L-17,Navion,,1,Piston,LandPlane,L1P,L,NAVI,G
NORTH AMERICAN,,Mitchell,,2,Piston,LandPlane,L2P,M,B25,F
NORTH AMERICAN,,Mustang,,1,Piston,LandPlane,L1P,L,P51,G
NORTH AMERICAN,NA-145,Navion,,1,Piston,LandPlane,L1P,L,NAVI,G
NORTH AMERICAN,NA-154,Navion,,1,Piston,LandPlane,L1P,L,NAVI,G
NORTH AMERICAN,NA-265,Sabreliner 40,,2,Jet,LandPlane,L2J,M,SBR1,G
NORTH AMERICAN,NA-265,Sabreliner 50,,2,Jet,LandPlane,L2J,M,SBR1,G
NORTH AMERICAN,NA-265,Sabreliner 60,,2,Jet,LandPlane,L2J,M,SBR1,G
NORTH AMERICAN,,Navion,,1,Piston,LandPlane,L1P,L,NAVI,G
NORTH AMERICAN,NJ,Yale,,1,Piston,LandPlane,L1P,L,YALE,G
NORTH AMERICAN,NT-39,Sabreliner,,2,Jet,LandPlane,L2J,M,SBR1,G
NORTH AMERICAN,OV-10,Bronco,,2,Turboprop/Turboshaft,LandPlane,L2T,L,V10,G
NORTH AMERICAN,P-51,Mustang,,1,Piston,LandPlane,L1P,L,P51,G
NORTH AMERICAN,P-82,Twin Mustang,,2,Piston,LandPlane,L2P,M,P82,G
NORTH AMERICAN,PBJ,Mitchell,,2,Piston,LandPlane,L2P,M,B25,F
NORTH AMERICAN,,Sabre,,1,Jet,LandPlane,L1J,M,F86,G
NORTH AMERICAN,,Sabreliner,,2,Jet,LandPlane,L2J,M,SBR1,G
NORTH AMERICAN,SNJ,Texan,,1,Piston,LandPlane,L1P,L,T6,G
NORTH AMERICAN,,Super Sabre,,1,Jet,LandPlane,L1J,M,SSAB,G
NORTH AMERICAN,T-2,Buckeye,,2,Jet,LandPlane,L2J,L,T2,G
NORTH AMERICAN,T-6,Texan,,1,Piston,LandPlane,L1P,L,T6,G
NORTH AMERICAN,T-28,Trojan,,1,Piston,LandPlane,L1P,L,T28,G
NORTH AMERICAN,T-39,Sabreliner,,2,Jet,LandPlane,L2J,M,SBR1,G
NORTH AMERICAN,TB-25,Mitchell,,2,Piston,LandPlane,L2P,M,B25,F
NORTH AMERICAN,,Texan,,1,Piston,LandPlane,L1P,L,T6,G
NORTH AMERICAN,Tp86,Sabreliner,,2,Jet,LandPlane,L2J,M,SBR1,G
NORTH AMERICAN,,Trojan,,1,Piston,LandPlane,L1P,L,T28,G
NORTH AMERICAN,,Twin Mustang,,2,Piston,LandPlane,L2P,M,P82,G
NORTH AMERICAN,U-18,Navion,,1,Piston,LandPlane,L1P,L,NAVI,G
NORTH AMERICAN,,Yale,,1,Piston,LandPlane,L1P,L,YALE,G
NORTH AMERICAN,T-6 Harvard,,,1,Piston,LandPlane,L1P,L,T6,G
